Ts,DWATT,B1VIB1,B1VIB2,B1RADVIBX,B1RADVIBY,B2VIB1,B2VIB2,B2RADVIBX,B2RADVIBY,TURBAXDISP1,TURBAXDISP2,B1TEMP1,B2TEMP1,ACTTBTEMP1,INACTTBTEMP1,LOTEMP1
8/12/2019 18:59,-0.024230957,0.002962351,0.003170967,0.075054169,0.07610321,0.001376867,0.001400709,0.112342834,0.077056885,-15.05315399,-15.26193619,107.018898,105.7202835,92.03752136,90.86846161,90.08470154
8/12/2019 19:59,-0.029632568,0.003361702,0.003486872,0.063800812,0.081157684,0.001424551,0.001400709,0.070476532,0.086212158,-15.14616013,-15.24765396,107.9105759,106.2369537,92.71814728,91.84239197,90.71252441
8/12/2019 20:59,-0.052185059,0.003409386,0.003349781,0.080680847,0.092601776,0.001484156,0.001472235,0.140571594,0.061416626,-14.95783234,-15.39311218,107.5438156,105.9427948,92.34674072,91.47985077,90.07061768
8/12/2019 21:59,-0.057037354,0.002896786,0.003170967,0.093269348,0.088691711,0.00154376,0.001454353,0.114250183,0.106525421,-15.41321182,-15.35086823,108.1150208,106.7763596,92.85097504,91.95239258,90.99156952
8/12/2019 22:59,-0.060882568,0.003111362,0.003194809,0.093841553,0.082969666,0.001353025,0.001275539,0.095939636,0.097084045,-15.45059586,-15.17801285,107.8196793,106.6050797,92.69960785,92.16904449,90.44525909
8/12/2019 23:59,-0.070739746,0.003445148,0.003606081,0.092601776,0.189208984,0.001358986,0.001347065,0.10137558,0.113964081,-15.40787125,-15.32940674,108.0256653,106.7028122,92.83428192,92.06066132,90.75465393
8/13/2019 0:59,-0.067687988,0.00295639,0.00308156,0.116348267,0.070476532,0.001591444,0.001394749,0.080680847,0.063800812,-15.38176727,-15.36128616,108.3188629,106.9550858,93.2048645,92.49079132,90.99185944
8/13/2019 1:59,-0.076538086,0.003427267,0.003361702,0.092220306,0.085735321,0.001561642,0.001507998,0.139904022,0.08020401,-14.91773224,-15.57357407,108.5791473,107.4603882,93.46848297,92.76042175,91.42774963
8/13/2019 2:59,-0.086517334,0.00321269,0.003427267,0.070858002,0.085544586,0.001531839,0.001472235,0.108909607,0.075435638,-15.15219116,-15.59236145,108.1063385,106.8749771,93.06342316,92.1931839,90.75257874
8/13/2019 3:59,-0.08291626,0.003361702,0.003558397,0.134754181,0.106430054,0.001573563,0.001525879,0.082588196,0.096416473,-15.57926941,-15.46697617,108.4549789,107.0174179,93.26885986,92.61560059,91.23548889
8/13/2019 4:59,-0.099945068,0.003200769,0.003397465,0.107192993,0.08354187,0.001609325,0.001490116,0.077533722,0.080394745,-15.40565491,-15.5040741,108.6642227,107.5104065,93.48055267,92.78759003,91.56864929
8/13/2019 5:59,-0.081634521,0.003063679,0.003087521,0.065231323,0.081348419,0.00154376,0.001490116,0.068473816,0.074005127,-15.47341156,-15.62321091,108.4103546,107.1725616,93.37136078,92.69485474,90.87229919
8/13/2019 6:59,-1.281646729,0.011312962,0.011742115,1.003074646,0.985908508,0.023394823,0.021207333,0.918292999,0.58889389,-8.197807312,-7.439468384,125.9149475,122.4036102,97.37926483,101.7226486,92.44506836
8/13/2019 7:59,-1.067932129,0.009971857,0.010687113,0.861740112,0.923919678,0.020945072,0.018930435,1.081848145,0.613594055,-16.45002365,-15.57505035,134.0465088,131.3072815,102.3130035,106.9886398,96.99266052
8/13/2019 8:59,-1.01083374,0.010466576,0.010633469,0.922393799,0.974464417,0.020831823,0.018513203,1.020050049,0.608062744,-16.13175964,-15.28553772,132.0324554,129.5008087,100.0664215,104.7972946,94.94645691
8/13/2019 9:59,17.631073,0.284790993,0.290232897,4.430007935,4.920291901,0.146019459,0.14077425,1.576805115,1.040840149,-2.062820435,-2.006385803,200.7496796,195.5918884,164.7545319,158.0258789,129.3863831
8/13/2019 10:59,14.67474365,0.159472227,0.164914131,2.460098267,2.566814423,0.162780285,0.146764517,1.267719269,1.268577576,-2.416656494,-2.968479156,199.0819397,194.4508667,164.5323792,158.8128357,129.0057526
8/13/2019 11:59,29.95822144,0.112807751,0.11715889,1.66425705,1.327419281,0.125664473,0.114864111,1.233005524,1.22089386,-0.172637939,-1.766036987,198.7421417,193.3346863,163.9798584,156.095108,128.4917297
8/13/2019 12:59,30.65844727,0.099074841,0.103521347,1.449584961,1.085662842,0.12524724,0.120681524,1.160430908,1.250076294,-0.318218231,-1.093887329,198.6862793,193.5844116,164.3560638,155.9794922,128.5993347
8/13/2019 13:59,99.02310181,0.067555904,0.068092346,1.174545288,0.936317444,0.073873997,0.075495243,1.009464264,1.191139221,5.393814087,4.764270782,196.485199,192.2220612,163.6733551,143.5701904,128.5497742
8/13/2019 14:59,98.96054077,0.070160627,0.071042776,1.24206543,0.945949554,0.07135272,0.070476532,0.975799561,1.198577881,5.346916199,4.85193634,195.2865753,191.9084473,163.3436737,143.8204041,128.8422852
8/13/2019 15:59,170.8567505,0.096058846,0.098395348,1.499557495,1.305675507,0.088685751,0.088262558,1.138782501,1.299381256,8.091117859,8.330059052,194.4806061,193.9658966,171.7593689,143.7251892,128.4242859
